label,review
0,des r some of nasty cooked rubbish by blacks dat at times leads to revenge shoot outs by white supremercists learn how to stay in foreign lands respect ua neighbors u r but refugees
0,just what we need a sandnigger goatfucker for governor ffs
1,niggas love you when they need you no these bitches be see through
1,<number> women are trash
0,what a <number> faced nigger run state you go to jail for running over a fucking turtle in md
0,once again what the fuck are you babbling about no wonder you have such an abysmal post to score ratio you are a blithering nigger with a sub <number> iq and a sub <number> word vocabulary you should change your name to obamasucksatgab you worthless yid loving mooncricket
1,calling other black people niggers what a time but if i called you a faggot dyke i d have the whole lgbtqgabtks attacking me
0,moslems are not allowed to codemn the terrorists all moslems are to commit violent war jihad the main jihad btw and the only guaranteed path to moslem paradise as long as some in the community are doing this jihad terror it absolves the rest of their responsibility hence the silence
0,no nigger in this blood stream
0,one nigger baby at a time
1,when did blacks and hispanics and muslims and feminist and queers and gays and transgenders and illegals and jews gain the upper hand law according to them screw that
0,the edmund fitzgerald leaves for canada tomorrow morning all muzzies are welcome and it is free
0,my dad has written my sister out of his inheritance because his words no daughter of mine is gonna be a mudshark and date a nigger burn the coal pay the toll i guess
1,sir i hope there is a difference between refugee and imfiltrator will be keep in mind bocz all the illegal migrant are harmful for our country no matter it is hindu or muslim
1,im supposed to be worried about men instead thats that lgbtq bullshit why black women want all black men to be raging gay faggots no im interested in woman
1,sickest men always quick to shower cursed women with gifts and affection but look at a mother with her kids in disgust broke bitches and all their damn kids this started when the dick cults destroyed mother temples and fashioned whores to worship same shit same retard genes
0,please revive i can not guarantee your guy watch out here doing space shit whilst i am making twitter bots who nut niggers
1,if do not fuck with indie or house music idk your a faggot
0,seriously you are selling a fucking gook brew yuengling as americas oldest brewery gtfo generally i will readily admit that the usa is the greatest nation on god earth and that any other nation beats merkels germany bigtime but your beer feels looks smells and tastes like piss
1,i hope kanye see you all black asses going hard for him i promise bro we gonna get him to stop loving the whites and respect yall niggers
0,not a problem even though i know she a mudshark i still adore her
0,nigger tranny pics you found
0,thirteen year olds dont seig heil sand nigger in a vacuum lolololol
0,one must wonder how long she will do in jail on the taxpayers dime before they decide to toss her spic ass out as for the guy castrate him and jail him for life the prisoners in nevada will deal with the matter themselves tyvm
0,someone up there in looney toons san fran do america a favor kill that fucking wetback murderer thanks
0,in a gesture of cooperation the mex government extradited el chapo to the u.s. trump should boot international mega kike soros to russia
0,this is what happens when you let alt troasties think they are allowed to have opinions they suddenly get the idea that fucking niggers is ok as long as they do not do it anymore how many nigger dicks have you sucked before whore
0,pipe down nigger lover
0,enjoy your kike faith
0,please stop posting photos of the moslem faggot and the crooked white whore please im sick of them please stop
0,operation nigger cull in london has dramatically improved following the distribution of firearms within local tribes
0,a kike kissing a nigger seems right kikes keep them as pets
0,ffs lmfao got me again twitter is pathetic shit bastard nigger lovers
0,she lying she does not wish to get attacked by jealous nigger bitches white women are not popular with black women
0,i do not have a problem with this the beaners are always shooting and throwing rocks at bp agents from spicland fuck off beaners build the fucking wall trump
0,how dare them niggers swat my fortnite crush pokimaine
0,yep communist nigger fag
1,gosh yall the trauma i hate u white bitches yeah spring view middle school im talking to you
1,whose hiding i am right here bro that me in that picture to the top left or some kike who looks like me i can not remember too much drinking and too cheap to buy a mirror anyways i ain t hiding show yourself you pussy
0,you own me gold fucking niggers
1,that still does not dismiss the fact that the kk started as a white christian conservative group also you should care about white supremacy it is a growing problem also i am pretty sure republicans have passed systematic laws to keep poc oppressed
0,kansas city is a nigger dump
0,i am suppose to be scared of a white bitch that took boxing lessons okay
1,hoes are annoying thots are annoying which are pretty much the same white ppl are annoying spanish people are annoying and asians are too diverse even for their own culture
1,he got bitches and i got niggas but we know wassup
1,that hoe only got time for his friends
1,aye bro do not you cuff that hoe cuz i done had that too
1,this bitch be thinking she hit the lotto with that hoe ah nigga
0,do we have on the list zionist heeb alert on this guy
1,atlanta and the gsu campus smells like feces at all times i fucking hate this city
0,know turns out she not racist neither so to all you niggers out there get all excited she sucks dick you hardly e dr get that without niggers in presence
1,<number> amsyar he used to look more chinese during form one a bitch uri dumbass good advices he always there if u need him nice haircut no emotions most of the time lowkey hates everyone
0,see its going on about iq and shit now lol same shit same kike shit
1,fucking faggot
1,listening to gavin mcinnes talk about why white people should adopt niglets makes me physically nauseous
1,i like bro nathaniel he near the mark on most every topic and is the only kike willing to rip his own to shreds good vids
1,more retarded ridiculous looking niggers on judge judy today a nigger whore has long curly blond hair and a goofy weird nose ring
0,excuse me ma am does your nigger ass have a moment to speak about the day of the rope day of the rope
1,it a day when worthless thots in slutty green outfits poison themselves with alcohol and nigger cum genital mutilation for all thots
1,enie meenie minnie mo catch a niggar by his toe huh oh is it sposed to be tigar my bad
0,if this faggot is not a kike then we are gonna need a new term for whatever he is b c shabbos goy simply does not do justice to this level of cuckoldry
1,i wonder how long it will be until french muzzies discover that the croissant is actually an insult to their religion and demand that it be banned from french bakeries <time> thoughts gab fam speak freely
1,he a fake noodle smooth impasta i would have said niggers
0,square up to it mental nigger come at me and tell me how jesus came back from the dead because that the claim it a claim it a factual claim not presented as a myth so get up and tell me it true you mind nigger
0,oh hell no fuck this kike bitch
1,im just saying i can turn any bitch into a slut make that bitch do things she never done before so if she a nasty freak when she come home to you ya welcome son
0,fuck nigger culture
0,here the funny thing about sarsour she d never dare try to pull this bullshit in a muzzie country shed need that much makeup to cover the bruises from being slapped around by their cowardly men these maggots are establishing a caliphate right under our apathetic ignorant little noses
0,for one minute i have to take a break from jew and nigger hate to remind everyone i fucking hate fat people
0,a hindu refugee has roots with india in terms of religion muslim refugee can take refugee at a islamic country more over we cannot see more bomb blasts which start with ola ho uber
0,this niggerette is a stupid affirmative action moron i live in houston and the only thing dumber than her are the really stupid niggers that keep electing her
1,nigger lovin fgt
0,classic abortion from a three man butt fuck leaking out of his single mother abandoned homeless nigger cunt
0,good thing nigger rhymes with nigger or lil wayne would be out of a job
0,crazy i hope nbc black starts using nigger speak
0,no but mestizo spic sure is
0,iq matters you virtue signalling twat while you are lecturing on the precise definition of racism niggers wetbacks and muzzies are planning how to rape your daughter and steal your house
0,i had a white christmas i went to a country bar in rural nevada and did not see a single shitskin all day dropped some redpills and made a few friends hail victory comrades
0,actually i am a christian you muzzie loon
0,i blame all the white guilt commie kike cuck dismay for this violence
0,maybe a jew doc fixed him up if a kike kept me from going blind i d likely soften up on em a bit such is human nature or at least huwhite nature at least
1,yep it in the genes trashy diane shagging a raghead now her son hooked up with a mud time to abolish royals when qeii moves on they are such chavvy trailer trash prince harry
1,it like dejavu of the hamas orchestrated swedish marxist funded armed struggle using anc goons in south africa leading up to final chapter now the genocide of white christians just as cair oic will orchestrate across america using libretarded dems hoggs queers
0,not to mention his butt fucking nigger boy cracksmoking faggot lover kike degeneracy at it finest
0,photo op for <number> useless <number> kike <number> white trailer trash usa trump hating motherfuckers that need to be exterminated immediately
0,hating beaners is so easy
1,im anti racism but pro normalizing words like faggot and nigger and kike and so on theyre just words lmao
0,fyi i m claiming war queer fuck em
0,oh my the niggers gonna be pissed
0,bad mudslimes want to cut off your head good mudslimes want bad mudslimes to cut off your head
1,with the way modern britain is going it really is appropriate that harry is marrying an american nigger lol
1,the new si swimsuit edition has a monkey negress on the cover
0,it seems to me that the ideal queen for great britain in this idyllic pc era would be an obese hiv positive lesbian negress
0,yeah i do not believe the come and take it crowd we will see kike controlled cops will put bullets in your children heads just an fyi when supporting law enforcement thin jew line
1,damn im about to workouy like a cotton field slave nigger sanz yar
0,its a nigger problem not a gun problem florida was also a half jew half hispanic not white
0,this person is obviously a cianiggrr admits race mixed and calling me a kike yet i am fully white my husband is white and our kiddos are white and making fun of me for having cancer thots begone
1,i do not know about you but i have never considered sweden an ally so what if they are overrun they deserve it so do their smug coal burning women sweden role in this is to provide an example of muzzie immigration
1,looking at all this nigger ruin wondering when we starting spelling detroit with a z
1,litterally standing in line waiting while these two sheboons argue over there fucking allowed ounces of cereal on there w.i.c benefits
0,yes they do ours hates niggers she goes nuts anytime she see a nigger buck or sow
0,i would not want to reuse that water after coon night like swimming in a septic tank you know when animals get scared they void themselves and niggers are afraid of water probably the first real bath most of the knuckledraggers have had in their life
0,if they want to truly boycott the nigger felon league not cutting the cord makes their protestations futile <money> per month goes to espn and you do not get a choice whether it included in your package or not
0,derp de derp let me just lay out my profession so this kike whore can attack my career
0,i loathe these stupid women trying to explain a really stupid child dyke communist it called meme warfare the meme does not work if it is not believable that dyke shredding our a is exactly what everyone including herself would admit she trying to accomplish operation success
0,lol i am not british that must be the turkish ottoman sandnigger seed floating around in your brain well that what happens when you fuck niggers
0,metal heads are such elitists kill yourself stupid rick and morty tattoo no children epic weed faggot
1,the original queer eye for the straight guy is iconic those netflix faggots could never
0,finally catching up on power tired of you niggers tryna spoil it on the tl lol
0,i just want louisiana twitter to know that you niggers are the sole reason disney do not wanna buy twitter it all right here on tl
0,facts smh dumb niggers
1,future fuck cute broke bitches that might be the most insecure nigga ever
1,bitches this pretty thats seldom
1,my coworker said i am way too nice to these hoes i said i am a gentleman
0,he a fucking pot smoking ass snitch molestor rapists and he looks like a fucking bitch and fucking little white boy that does not have shit up a desire to cry about everything what a fucking little faggot he wasn t ever worth shit
1,you draw like a faggot
1,f*ck <censored> white gays and f*ck <censored> their smelly loose cyst infested assholes they are the epitome of hypocrisy the pinnacle of being a musty thieves that perpetuate stereotypes on the queer community of color but love to adopt mannerisms when it in their convenience
0,what a fucking disgrace having a stephen lawrence day and not a lee rigby day fucking moslem appeasing scum our government and civil servants are spineless bastards giving in to moslem scum and the anti white whites like cunt corbyn and fat black bastard diane flabbott
0,they are allowing this beaner on ellen degenerate show because no one but thots and other assorted sjw wymyn watch that shit
0,do not forget to add me to your hit list you kike shill
0,the wtc was built with the understanding that it would be a public works project not a privately owned commercial development that is why it was originally run by the port authority a state government transportation agency turning it over to the kike billionaire silverstein violated that understanding
0,unreal i grew up in darwin and ive seen the results of this similar practice by the coons there wow
1,bernie sanders wants to rape women as well because that just a special kind of guy he is when he fantasizes
0,firstly i never studied the bible too closely secondly i always hear people refer to jesus as a jewish carpenter thirdly and lastly kike jew if my anti semitism to english dictionary is up to date
0,hope he keeps stressing the point unfortunately the system will most probably get him removed for speaking the truth france is so scared of these invading illegal moslem shite in case they react and run riot even more than they currently do
0,holy shit dude everything this kike posts is flat out gay these kikes just can not resist their perversions can they
0,these <number> are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada with sand niggers we will rise and we will push islam and sand niggers back to the nigger sand hell from where it came
0,the only thing worth saying here is nigger faggot thanks god for gabai
0,this fat ugly nigger bitch is a pain in everbody ass queen sheila hahhahahhahahahhaha i did not know shit had queens
1,lmao eses charged me under <money> fuck them white folk lmao
0,yawn look the book up boomer kike it written by a kike like you you know a degenerate coward yid <happy>
1,when a groid breaks into her house for a little rape she will be wishing for that gun
1,i did not see the choice of beaners pretending to be republicans
0,ovomit the faggot muzzie who played the role of president for <number> terms was the finger puppet of iranian born valerie jarrett she a friggin piece of shit these two assholes and the criminals they had in their administration tried to take america down but fuck them maga donald trump
1,it ok if a moslem does it
0,another reason voting is pointless civ nat burger nat at its finest let us ask niggers who the good niggers are so we can get the nigger vote <number> iq apes will turn this country red blue wave be damned trump is owned by jews anyway ridiculous
1,these hoes for errbodyy
1,tsurumarus a conservative evangelic baptist confederate redneck with sex toes on his right foot and missing half of his teeth
0,you do not even know your dad and all you did was recycle my joke about your mom i get that you are used to stealing but try not to do it out in the open like a crack nigger
0,dust bunny women who habitually dates sympathizes with dusties snow bunny white women who pretend to be submissive to lock down a negro hoteptress sister soldier good enough to mule but not valued enough to marry black queen
1,top quotes from tonight include saying they are a slytherin and proud because they are fucking queer also gryffindor is so heteronormative and basic it for people who have the personality of bread and courage bam ein publishing
1,trailer trash salon version of her dad
0,i am going to assume that anyone who supports a big fat kike with a divershitty and homo supporting kike wife and a half nigger brother is some sort of zogbot jew boy or whigger himself at this point
1,od leave them white devils alone
0,hey nigger stop with same post over and over
0,looks like lee rigby beheading must have happened on a moslem holy day since they carried out the manchester attack on it anniversary i see a market for t shirts that say wearer carries bacon bits to send moslems to hell do not blow near me
0,more nigger crap
0,you alt lite queers need to pick a side pro white or anti white race mixers and thot defenders deserve the rope
0,so i can say nigger on here
0,as far as the pewdiepie thing goes there nothing inherently pejorative about the word nigger nigger is derived from the latin niger for black all nigger literally means is black nigger niger black no shitlib has ever coherently articulated why saying black is okay but nigger is not
1,republicans post trump will deserve to be treated like nazi party members post ww2 it will be vital that we do this but we wont because we are a deeply stupid country your shitty jet ski salesman dad will just sit there collecting checks and hating faggots and brown people
1,i raped the jews because it rigged dave
0,always a fucking kike
0,so a kike banned you from twitter and you come over to a platform full of jew hating nazis to complain about nazis what the fuck
0,how about nigger loving douchebag
1,do you mean palette you utter hillbilly
0,you can gather a list of female poc queer brewery representatives you feel they should call on there are many fellow brewers and industry folk out there who advocate for equality in craft brewing let us make our voices louder together <number> <number>
0,as far as im concerned if u pay any money to watch niggerball games or niggerball stuff u may as well just find the nearest nigger and suck its dick u cucked loser
1,lol fuck you too
1,the haters who have high self esteem and see me as lower or try laughing at metrying to be egotistic and narcisstic ass fuck whether single or not and think their life better than mine deserve a big fuck you too
1,i got the same thing and it was just like wow thanks fuck you too
0,tired of having shit skin
1,heck yeah rooting for you my partner goes to a queer yoga class sundays at <number> pm if you want details i can find them for ya
1,drug addict khusra bisexual imrankhan might have screwed this queer
0,princess michael wore a nigger brooch to meet harry nigger jew fiance judenpresse expresses outrage and offence
0,i didnt realize how repressed being on twitter was making me i just feel like saying nigger and faggot constantly and posting as much gay porn as possible
0,in the long run niglets fuck themselves over
0,ew those dirty filthy niglets belong in apefrica and that disgusting mudshark belongs in prison for bringing dangerous animals in public
0,says the swamp muzzie who fucks goats
1,<number> minutes to be a faggot
0,his being a faggot and a globalist and a whore for the kike is worse than being mixed race though most half street shitters are shit in general there a half czech <number> <number> japanese <number> <number> korean politician tomio okamura who is very pro family anti invasion anti eu
0,haha there are a lot of hollywood faggots and queers being outed lately keep your dick in your pants assholes fucking hypocrites perfect for this maybetheyshouldjustshutup
0,better than nigger art look at that jaguar
0,tsekk kike you need a history lesson faggot
0,the nigger has a conception of his heroic ideal it reaches nowhere near white heights whites are utterly alien and incomprehensible to him the typical nigger reactions of amusement contempt and hatred for whites thus follow wimpy whites meanwhile admire the macho confidence of a chimp race
0,tfw you declare jesus christ as king of poland and tell jews and muzzies to f*ck <censored> off
0,i fell for the great white hope rhetoric my bad he better than obama and bush et all idgaf still a slimy politician piece of shit also dgaf about muzzies and kikes i do not want american lives or dollars spent on any of those fucking parasites
0,love that pic exactly where the nigger needs to be forthousands of years the nigger inferiority has been known
0,i have offered quite a few constructive and gentle criticisms of her kike face and it modern art paint shellacking buffalo bill was not very appreciative
1,i have absolutely nothing against patrick little but his personal opinion on mudslimes matters not in the least to me
1,those queers and their machines
1,you think that jew son of an fbi agent and that bald spic dyke needed school to teach them to hate whites and white society
1,pepper your speech with hatephrases gayer than aids fatter than a feminist dumber than a nigger tranny scary nagging like a negress cruel as a communist deceptive as a democrat jealous as a jew murderous as a muslim unmarriageable as madonna
0,oh the irony of putting out a commercial showing a racist white guy chasing poor minorities w a truck when facts are it dirty muzzies mowing down americans in rented trucks
0,lol nice try kike trying to convince me to dox myself because you called me a name tell ur kike line manager to try harder next time ur freudian bs no longer works on us goyim the goyim know
0,fuck that uppity communist nigger sow she attended the same jew run communist indoctrination school as marxist lucifer koon revering these pavement apes is part of how we got the fucked up society we have now
0,these your kike bosses too feldman is cernovichs bossman he the most anti white kike on twitter
1,not <percent> jap i am willing to bet there is a generous dollop of hooknose in her blood
0,trump is helping us wtf i love trump and his kike children now
1,did yah see dat nigger bich shitting in da macdonald an throwin her shit da employees
1,<number> years ago i was working with homeless people in vermont i met a <number> lb nigger from new jersey who was hiding out from what he admitted were <number> baby mamas wanting child support
1,more muzrat part and parcel
1,whenever i say redneck in front of white people they act like i said a bad word
0,the shit that black girls need to do to try and look semi normal is astounding this coon looks like she straightens her hair on an ironing board
0,another gay moslem
0,looks like an ugly fuckin nigger to me
0,hi faggot what you say queen
0,perverted old kike drooling over yentas sad
0,do not worry the greatest thing dhs did was making white supremacy a terrorist threat once they make the list victor will suddenly remember he black and switch back
0,stupid polis god damn faggots got em got em got em what a good series got em eeek a penis como koko why southpark
0,what would our state look like if we eliminated the illegal aliens for starters it would look like cleaner roads less child rape cases less drunk drivers and working men and women would see their wages rise
1,french mayors panic as invading muslime migrants overwhelm cities keep your borders open french president moron there are more muslimes looking for freebies and to take over your nation muslimes are no value added to france or any european nation or america deport putin says syria war over
1,have some porn sand nigger
0,i do not think the kikes are gonna get this war i mean russia will fuck up the launch sites then what trump attacks a russian base no fucking way i know he is kike owned now but even he can not want nuclear flames in america
1,stahp to try to kill yourself most favorit meatbag damnit x(
1,my mom really walked into my room and asked me why i look so oily it called moisturizer you dry ass white bitch i hate it here
1,john singleton got a fascination with niggas getting raped
0,the klintoons and ovomit should die in prison together ovomit van be the klintoon house nigger hilree must be pissed that a nigger beat her for president
0,adios nigger lover
0,my favorites are all the cucks telling about how blacks are the real raycists because they tried to fuck some nasty assed sheboon and it silverback had objections to it
0,black nigger hater logging in
0,life under nigger <number> iq rule
0,check out the rockfish report on niggermania they keep up to date on all the bobbing coons nationwide
0,obama is a lying muzrat traitor so of course everything he did was bad for america
0,i believe she a secret nigger lover
0,part from da zhid turning up his toes this will serve well if true
0,ireland a bit surprising maybe recent nigger arrivals over represented in sample or they are really cucked on the other extreme slav countries ftw
1,he posts good stuff but i am just not into fashier than thou bs when we need all hands on deck pol goes off on trs is a kike honeypot bs too it not helpful
0,this is why i have often stressed the need for whites to grow eat their own produce processed foods take years off our lives enrich corporate multinationals who use their billions to flood our countries with shitskin migrant labor buy elections for globalists who sympathize with them
1,lol i am far from a white supremacist and an islamaphobe i am anti religion and you can not argue against science oh wait you do not believe in science because your religion just like christianity or any other religion is garbage
0,do some research tony you will find out that mohammed was an illiterate sand nigger married to jewesses rabbis were behind the whole islamic scam jews and arabs are basically inbred cousins neither jews or muzzies have any business being in white civilizations
0,all mexcrement bucks are born with knives
0,you can not fix a country named nigger just like you can not fix a regular nigger
0,a nigger and a white
0,banned from the_donald for <number> days for calling bow wow a nigger for calling melania a whore sorry he is
0,i went to ds to read the comments for that shill article for ricky bobby and almost all the comments make me feel like i am on the outside looking in on people still trapped inside the kike matrix it a bizarre feeling
0,there is a yid involved in very single breaking story out of the white house it interesting that jews are over represented in our government but can somehow avoid blame for any failures in governance it as if the media is somehow colluding to absolve them of any guilt
0,a vile piece of shit that kidnapped beat and tortured a pregnant woman and got out on k bail thanks to his kike lawyers from the music industry
0,a mudshark is a white woman who is only attracted to black men a thot is a whore every mudshark is a thot but not every thot is a mudshark
0,ok i still do not have them trying to kill me yet but raghead islamist have tried to kill many in my family i will deal with the jews trying to kill us when i see their rpg coming towards us thx
0,what feminism but dykes and other uggos trying to fuck things up for pretty girls
0,this mf on this movie just said what do we call her the lezbo the gay girl the dyke mother fucker how bout her name
0,i am <percent> irish origin both parents irish no dirty jew here the kike never infected ireland
0,this is a terrifying question to ask but what kind of perverts does doctor who pull in bbc will have a tranny nigger queen victoria
1,do you still have balls albert faggot bitch i am shocked this community has not dragged your carcass thru the streets
0,i will insult whoever the fuck i want be nice to the little brown dyke trying to shred your constitutional rights fuck you cuck btw quit white knighting for the little dyke she will never notice you
0,trump fucked us if you still believe his bs your iq is lower than a somalian nigger huffing jenkem
0,that because the citizens are picking up the slack for the trash the muzzies don t pay for just generate
0,ricky is a kike named art tavana so do not waste your breath bro
0,fearless trump records rd stock market high up <percent> since election nation you benefiting greatly in usurper ohell st term hiring his harvard egg head buddy stock market never reached a new closing high godless dems mussie ohell suck seth rich saved u from beetch
0,why would any white folk eat at a dirty coon shack anyway oh yea liberals fuck em charge em triple
0,charles is angry that one of his nigger bros got caught raping again
1,come on cunt lez go the money and powrr out da back door cunt face dike
0,go get honor killed by your shitskin parents you ugly thot
0,a lawyer representing jordan salter <number> who was accused of bringing a knife to marjory stoneman douglas high school in parkland florida said he does not blame students for wanting to bring in weapons before you see the pic how many would bet it a niglet caught with a knife
0,real nigger shit
1,greta the psychotic retard
0,can you believe this brokedy broke nigger was over here with a white bitch in the park kissing seriously the white bitch more fucked up then the niggers are is not that like raping the handicapped seriously why would a white bitch choose a nigger <number> she be retarded drugged to
1,i have a question answer honestly how many men prefer a slut over a passive woman how many women prefer to have multiple sex partners lastly is it wrong to have an open marriage
1,why wave a confederate battle flag in a nest of angry coons when you got no way to back it up they did not think this one through
1,idk where you live because gnc girls get called dykes and else and a study shows gnc females get attacked more frequently than gnc males
0,this shit make your skin crawl they just trying to make a nigger elite
0,i am not going to thank a nigger for inventions he did not actually create
0,why could not mlk be a pro boxer lousy nigger could not take a shot to the head
0,the muzzies got another tentacle out there
0,fuck your month whites created the concept of months fuck niggers and any piece if shit race traitor that advocates for these animals if you do you are worse than a nigger and should die slowly and alone i wish the worst fate upon you disgusting filth of a human
1,btw isps are every bit as kiked and kike owned as social media and can censor much more severely by blocking sites entirely since isps are already cartelized and small isps cannot enter the market easily there is no alternative if internet becomes tv <number> and wrongthink is outright censored
1,lol you did not want to live in a country with a nigger president so you moved to mexico holy shit you boomers are priceless
1,catalonia which is over <percent> moslem have elected this ragheaded woman as their first female moslem mp that civic nationalism for ya
1,kim jong un is a chink magnet
1,why are they bringin all these moslem niggers in our countries and puttin concrete barriers police and military around our public places and events would not it be easier to just put them in cages
0,there are too many mosques therefore they have no need to pray in the streets it is a form of intimidation that moslem shite use on a regular basis to create havoc and totally piss off the indigenous people stop islam stop koran ban street prayer keep fighting michael
0,all beaners back to taco land
0,i know my previous post was pretty cucked i believe in enforcing the law but this guy was a good kid why can not we just deport the shitskin muzzles instead that why i mainly voted for trump
0,we tried to tell them to throw out the beaners too but they just will not listen
0,do dykes keep their nails short
0,tell him that he ruined star wars by having that nigger on oh and hold your head up high
0,my ching chong is so cutie
0,by heard you mean you made it up in your tiny kike brain take my advice and leave the trolling to the pros shlomo
1,you are in school lil faggot
0,he dindu nuffin
0,exactly no mercy for the shameless unapologetic unabashed nigger fucking e slut cam whore how can you expect to be forgiven if you are unrepentant you owe us bigly we made you and we can break you
0,i am all about supporting trump on the issues that further our cause he extremely limited when it comes to wn activism though but he way better than following a mudshark whore like you want us to do
0,bro the deal with dprk is going forward and so is the investigation on hillary this is why the media is flooded with videos of crying beaner kids
0,labour concillor in telford more concerned about someones words on twitter than paki moslem gangs raping white children
0,i support girls joining the scouts there are too many trannies and dykes in the girl guide movement
0,squadron leader gibson raf won a vc on the dam buster raid he had a labrador called nigger they told us not to call them that anymore so we called them gibson dog or gibson for short
1,this hoe needs to get beat down omg
0,why are the most extreme feminists always lesbian dykes trying to be guys anyway
0,yal it some real ghetto shit in daytona i road pass a house that had <number> kids <number> niggas and <number> dykes
1,just say i am an ugly dyke and go
0,same with feminists nothing about the raping gangs attacking <number> year old white girls nothing about fgm although they are starting to demand nhs clinics to treat the victims but never any demand for the arrest of these criminals will lead to moslem only wards to our disadvantage
0,i gotz muh diploma in writin i iz a clever nigger
0,now theres an image nigglets being shat out the ass of a race traitor white pig and a herd of monkeys dancing around her family members waiting for a turn to hump a human and not another porch monkey
0,good question if i have not eaten already i would of been triggered into getting one right now however that can wait tomorrow mm the one pizza you know a sand nigger will not make touch
0,remember to support the merchant right is not civic nationalism awesome based nigger loving kike faggot and his crew of fellow scam artists are here to save western civilization
0,believe or not that one of the lucky niglets
0,shock as nigger turns out to be a nigger
1,subtly homophobic news story this child is gay twitter influencer who still shits himself thoughts mike pence himself i like gays and even have a faggot friend but this is too much
1,you all white whores are trashy as fuck it the <number> century you all pussy is a tragedy you all blk businessmen are ghetto as fuck helping some white bitch pussy that has a problem with blk ppl using bank or credit cards get a fucking dick in your pants
1,bitches be like halsey and dating are officially jimin like move bitch thats my girl
1,all funny til one of you bitches pop tf up floating in the gah damn river somewhere play with your sex toys not me
1,this is a nigger loving liberal
0,holy shit these people are the biggest kike faggots i have ever fucking seen how does this man keep his cool with all these aids babies in his face
1,i am more worried about muzzies and their proclivity towards raping killing random people and not sticking to their goats
0,i bet the dyke in the middle in the toughest man in the room
0,so basically she saying amari dindu nuffin
0,baby nigglets has become pets for liberals marxist and cultural marxist psychopaths white genocide alt right <number> <number>
0,this morbid yid with fleas brown only in his shithole
1,i am fucking done with this bitch
0,fuck you braden you dumb houston white trash fuck
0,the hidden secret of canada is that <percent> of it is just like florida white trash still great country
1,i do not encourage kafir kids to drink from moslem cups tissue is haram to them they wipe their ass with their hands
1,so not only is the church she represents nuts for allowing her to be a bishop but she nuts because she expecting muzzies to wander in looking for direction to mecca
1,and what does that make you a hearsay peddling moron what is a kike anyway what label may i place upon your genius how about peasant
0,my wife and i agree <percent> let mother nature cull the nigger herd
1,q how do you know your country is in trouble a a nigger is president
0,not a bad idea but why stop there i have always been curious how many tar babies an actual tar pit can hold we hope you have enjoyed your visit to the la brea nigger storage facility
0,that little asian thug had it coming you do what the police tell you to do does not matter the time does not matter the place that chink got what was coming to him blue lives matter these officers risk their lives for the employees of united boycott united is fucking stupid
0,firstly i am not a yank secondly is not not ain t and thirdly he is moslem so shove it fool and do not talk cack keak
0,they are not going to be inspired to trudge off to work every day to generate gibs for mudshark single mothers women are net consumers of the wealth poured into the public trough men net generators why should they care about you one way or the other
0,i support trump <percent> and i think he knows that britain needs a trump like the dyke needed that little boys finger
1,kick the doors off cut the tires up burn that bitch
1,some dykes be grown as hell dressing like they mom said they not allowed to get boy clothes
0,non lesbians stop saying dyke
0,i just wanna slam my phone across the floor rn maybe that ll help it stop acting retarded
0,fite me niggers first login in <number> million years in sea server and gut a fu hua weap hahahaha id <number> playing honkai impact <number>
0,so vibrant everything a nigger touches is ruined
1,bitches just wear they bra and swear it their halloween costume saying i am a slutty schoolgirl no bitch you a victoria secret mannequin
0,i hate niggers so much that if i saw a newborn nigger drowning in a mud puddle i would not even kick the little parasite out
0,nj is the shit stain of america dems are pussies afraid of their own shadows i hope muslims piss on every white nigger in jersey fucking scum
0,bjp militant wing rss the rss aima to kill all the minorities from india to make it a pure hindu state
0,tariq being a bigger nigger than the rest should this nation come unglued when it comes down to nuggets and spikes it will be a hoot
0,juan is about as much of a fucking a stupid ass nigger as any juan can get libtards like this fucking nigger black democrat asshole have exhausted their statute of limitations much in the same way that white gop fucking stupid ass feminist bush whore bitches like perino bitchtwat have exhausted theirs
0,y know what i never see any criticism of jew on goy commentary anywhere it fucking terrible jew censorship works like herpes it all over the place but you have gotta be super special to avoid it hook nosed kike cunts
0,lesbian police chief fired white male officers just got sacked by burqa betsy who chose murdering mudslime over gay vote whatever will burqa betsy do when she loses election and police do not respond to the calls for help when her mudslime demand entry to her home and bedroom
1,love pissing off the kike
1,works great on muzzies too
1,will there be an option to submit our own jared i have got a freaking library of kike professors teachers etc etc
0,another foreign born gay moslem
0,super ugly nigger bitch drowns her <number> day old baby
0,according to explosive new revelations in wolff new book trump reportedly smacked a female white house staffer on the ass and said i am that gorilla dick nigga i make dyke pussy wet you got about ten seconds to show me that hole cuz this gorilla dick daddy is hungry
0,eww a mudshark with a niglet
0,subhuman bald cuban spic
0,your prime minister is too busy lashing at russia with unfounded charges with no evidence to care about little british girls being raped and abused by smelly paki filth
1,you too old for him hoe lets relax
1,bitches love bath and body works but hate to put they body in a bath and go to work i can not with these bitches
1,being a slut just takes too much effort
0,just another day in kikey la la land
0,go suck a dick fagit kike
1,taylor swift is a natural beauty if you compare her to the sheboons in the music industry i understand why men flock to her
1,had this dumb biatch not been a nigress she would be sucking cock or cleaning toilets for money but a nigress who can speak in full sentences that an instant celebrity
1,good replace that fence sitter swing vote then tee up to replace ruth buzzie jewberg and co tribalist kike bryer
